file,obj_id,class,xmax,xmin,ymax,ymin
2012_001568,0,person,427,145,333,23
2012_000676,0,person,282,256,293,221
2012_000676,1,person,92,71,282,209
2009_004072,1,person,266,200,242,156
2012_002707,0,person,375,122,435,32
2012_003419,0,person,271,106,312,114
2012_003419,1,person,449,328,276,98
2008_007675,1,person,390,139,288,20
2008_007675,2,person,110,23,201,88
2008_008546,0,aeroplane,286,237,173,145
2008_004354,1,person,312,223,265,39
2008_002725,0,person,429,344,333,70
2008_002725,1,person,381,289,333,171
2008_002725,2,person,317,201,333,117
2008_002725,3,person,213,143,333,93
2008_002725,4,person,317,216,164,65
2008_002725,5,person,466,417,333,199
2008_002725,6,person,117,1,333,183
2012_003431,0,person,268,131,375,52
2011_000485,1,person,433,152,333,2
2012_000138,0,person,500,44,375,2
2008_006543,3,sofa,290,263,355,286
2009_001644,2,sofa,288,112,220,153
2009_001644,3,sofa,68,1,255,158
2008_000132,0,person,474,431,253,106
2008_000132,1,person,81,39,262,111
2010_002822,1,person,241,118,321,132
2012_001226,0,person,477,345,332,76
2012_001540,0,person,297,205,203,86
2011_004185,0,person,288,202,301,45
2012_003357,0,person,305,132,343,85
2008_002043,0,bird,495,96,205,17
2012_002049,0,person,195,1,375,211
2008_005738,1,person,267,160,485,193
2010_001481,0,bird,322,233,397,305
2011_006786,0,person,300,114,330,147
2008_004426,0,person,333,36,500,1
2008_000640,0,person,276,75,240,9
2008_000640,1,person,248,60,240,141
2011_003826,0,person,311,196,204,36
2012_000892,0,person,230,4,333,51
2009_001888,0,sofa,164,1,384,251
2009_001888,1,sofa,500,253,384,281
2008_001238,2,sofa,500,1,375,92
2008_007891,0,bird,328,185,282,53
2011_002286,0,person,268,131,449,196
2011_002286,1,person,149,43,315,52
2012_001232,0,person,286,143,333,33
2012_002908,0,person,219,156,282,52
2012_002908,1,person,370,275,281,35
2011_001764,0,bird,336,241,193,128
2011_005502,0,person,381,87,348,8
2008_008591,1,person,282,133,286,37
2008_008591,2,person,500,438,199,75
2008_008591,3,person,21,1,174,92
2008_000873,0,person,500,442,228,135
2008_000873,1,person,414,346,218,71
2008_000873,2,person,229,178,162,31
2008_000873,3,person,189,119,192,57
2008_000873,4,person,109,70,168,87
2008_000873,5,person,37,4,179,91
2008_000873,6,person,102,16,184,83
2008_000873,7,person,406,23,375,24
2009_003912,0,bird,500,105,225,94
2010_006305,0,person,233,52,380,46
2010_006305,1,person,478,378,286,45
2011_006779,0,person,407,289,263,45
2011_001016,0,bird,472,19,500,26
2010_000760,1,person,325,2,333,1
2010_006311,0,person,487,55,375,1
2011_003601,0,person,132,62,461,271
2008_000867,0,person,389,325,375,309
2008_000867,1,person,195,172,375,303
2008_000867,2,person,172,139,375,300
2011_005270,0,person,335,91,465,148
2010_004506,2,person,500,1,375,28
2010_004506,3,person,358,215,276,76
2008_008585,1,sofa,500,1,375,170
2011_003167,3,person,180,1,480,96
2011_003167,4,person,162,111,344,234
2011_003167,5,person,167,136,297,236
2011_003167,6,person,238,159,443,130
2008_002916,0,sofa,433,4,375,53
2009_001687,1,person,375,207,463,193
2011_004620,0,person,130,93,272,190
2011_001980,0,sofa,498,3,444,197
2011_001980,1,person,487,217,444,89
2011_001980,2,person,252,1,445,75
2009_003090,1,person,365,157,271,63
2008_005089,1,person,412,332,279,139
2008_005089,2,person,500,375,292,216
2008_005089,3,person,236,116,374,262
2008_005089,4,person,207,109,374,313
2008_005089,8,person,59,1,374,276
2011_006751,0,person,261,66,500,66
2008_005937,0,person,316,48,470,75
2007_005759,4,person,184,160,192,153
2007_005759,5,person,213,187,214,155
2007_005759,6,person,150,129,196,157
2010_000748,1,person,149,134,249,220
2010_000748,2,person,167,154,252,223
2011_006989,0,person,147,1,500,201
2012_003394,0,person,254,115,276,27
2009_004099,1,sofa,500,262,333,1
2011_000320,0,bird,292,198,280,77
2011_000320,1,person,319,1,448,1
2008_002080,0,person,443,295,500,62
2008_001589,0,person,293,51,495,10
2008_001589,1,sofa,301,7,414,81
2011_004146,0,person,246,64,301,77
2011_003629,0,person,229,72,331,67
2011_003629,1,person,433,352,257,78
2011_003629,2,person,297,177,332,57
2010_003241,1,person,500,201,375,13
2010_003241,2,person,272,1,375,48
2010_003241,3,person,90,1,258,149
2010_003241,4,person,91,48,165,96
2012_001583,0,person,113,1,500,253
2008_000697,0,bird,432,364,205,141
2011_005258,0,person,286,109,377,155
2012_000845,0,person,427,137,362,49
2011_004152,0,person,256,168,367,197
2011_004152,1,person,392,314,373,109
2011_004152,2,person,321,253,360,157
2011_004152,3,person,144,72,337,113
2011_004152,4,person,206,138,341,119
2011_004152,5,person,271,203,274,113
2011_004152,6,person,331,267,347,130
2012_000689,0,person,486,84,375,91
2010_003255,0,bird,473,234,193,20
2008_000683,0,person,330,1,443,284
2008_000683,1,person,334,7,500,6
2008_005923,1,person,138,87,175,112
2008_005923,2,person,357,300,218,156
2008_005923,3,person,292,264,193,165
2008_005923,4,person,271,235,180,141
2011_006745,0,person,273,233,209,116
2012_003380,0,person,272,133,294,186
2012_003380,1,person,188,79,456,290
2008_002094,0,person,148,51,435,275
2008_002094,1,person,27,3,339,269
2012_002920,0,person,103,67,255,169
2012_002920,1,person,323,273,275,185
2012_002920,2,person,162,140,207,145
2012_002920,3,person,293,244,268,184
2011_001994,0,person,367,161,210,19
2009_004933,3,person,293,160,261,31
2009_001693,0,bird,261,78,161,1
2011_002245,0,bird,268,222,178,96
2011_002245,1,bird,419,337,335,127
2011_002245,2,person,20,1,335,192
2011_002245,3,person,381,191,335,109
2011_002245,4,person,500,454,335,124
2008_007852,0,person,347,218,375,45
2008_007852,1,person,341,106,375,33
2012_000460,0,person,301,21,375,31
2008_001774,0,aeroplane,256,219,203,170
2012_002277,0,person,243,212,197,149
2009_004264,1,sofa,500,431,333,226
2009_004264,2,sofa,437,38,329,186
2008_005512,1,person,343,331,253,236
2008_005512,2,person,328,315,254,236
2009_004502,1,person,342,161,220,54
2012_002511,0,person,253,210,295,210
2012_001018,0,person,385,327,221,113
2012_001018,1,person,282,239,199,125
2012_001018,2,person,211,180,208,150
2008_001012,0,person,418,81,375,23
2008_008744,1,person,401,262,313,77
2008_007477,0,bird,222,149,244,203
2008_000318,0,bird,382,1,500,79
2012_000312,0,person,241,184,303,157
2012_000312,1,person,388,366,190,129
2008_005260,0,bird,374,336,291,224
2008_005260,1,bird,230,134,285,234
2008_005260,2,bird,252,174,219,176
2008_005260,3,bird,121,46,218,169
2008_005260,4,bird,478,398,94,44
2008_005260,5,bird,239,142,162,121
2008_005260,6,bird,161,79,133,93
2008_005260,7,bird,35,1,154,104
2008_005260,8,bird,47,1,288,242
2008_005260,9,bird,299,221,360,284
2008_005260,10,bird,407,369,197,146
2008_005260,11,bird,500,445,248,222
2008_005260,12,bird,298,247,54,15
2012_004174,0,person,408,353,227,75
2008_003611,0,person,482,97,375,1
2008_003611,1,person,247,79,272,1
2012_002263,0,person,411,349,194,82
2009_000016,0,sofa,500,1,375,14
2008_008022,0,bird,446,174,336,71
2008_004630,0,aeroplane,500,1,275,1
2008_004630,1,person,360,351,278,256
2008_004630,2,person,353,343,278,256
2009_002629,0,bird,257,54,369,134
2011_006590,0,person,204,179,308,260
2008_002241,0,person,145,81,492,306
2008_002241,1,person,33,1,483,292
2008_002241,2,person,61,15,470,304
2008_002241,3,person,228,212,394,350
2008_002241,4,person,206,193,394,356
2008_002241,5,person,171,155,378,332
2008_002241,6,person,156,141,380,339
2008_002241,7,person,197,179,368,333
2010_001697,0,bird,429,74,313,141
2009_004258,4,person,148,102,166,118
2009_004258,5,person,214,166,160,109
2008_006027,1,person,499,121,374,58
2010_004937,0,person,450,400,281,190
2010_004937,1,person,287,244,268,217
2010_004937,4,person,421,393,222,178
2011_005099,0,person,448,32,375,63
2009_001320,1,person,500,372,346,1
2008_007339,0,person,200,93,235,86
2008_007339,1,person,262,87,240,1
2008_000330,1,person,500,165,375,1
2009_001446,0,sofa,411,1,332,124
2009_000758,0,bird,409,182,369,44
2012_003633,0,person,420,268,375,236
2012_003633,1,person,130,1,375,172
2008_002527,0,person,375,41,500,27
2009_003251,7,person,127,3,345,120
2009_003251,8,person,491,423,314,100
2009_003251,9,person,212,81,199,33
2011_001599,1,person,186,1,185,1
2010_006846,0,person,147,74,412,277
2012_003627,0,person,357,120,193,86
2012_004148,0,person,301,78,403,173
2008_002533,0,person,376,165,360,50
2008_002533,1,sofa,500,18,286,15
2012_002539,0,person,302,74,299,8
2008_004142,0,person,164,129,214,136
2008_004142,1,person,239,211,214,142
2008_004142,2,person,256,231,183,126
2008_004142,3,person,290,257,209,122
2008_004142,4,person,357,329,209,118
2008_004142,5,person,479,439,220,98
2008_004142,6,person,132,1,375,262
2008_004142,10,person,175,145,205,125
2010_006852,0,person,282,52,174,64
2012_001030,0,person,375,333,204,131
2012_001030,1,person,394,358,199,136
2011_005933,0,person,440,113,333,7
2007_000392,1,person,286,198,197,58
2008_000442,0,person,332,10,414,24
2008_000442,1,person,315,1,447,1
2010_003094,2,person,346,81,481,128
2009_005152,0,bird,297,231,213,160
2011_006584,0,person,495,1,375,22
2008_002255,0,bird,327,196,323,65
2012_003141,0,person,160,29,237,87
2012_003141,1,person,488,348,343,95
2010_004710,1,person,254,14,375,11
2011_002709,0,person,500,1,290,1
2007_008043,1,person,284,14,288,9
2010_003719,4,person,312,150,338,14
2010_003719,5,person,162,1,350,32
2010_003719,6,person,500,357,298,31
2011_007117,0,person,500,178,273,1
2012_003800,0,person,311,80,375,93
2010_000204,0,person,196,1,374,80
2010_000204,1,person,337,139,371,72
2010_000204,2,person,479,309,371,94
2010_006675,0,person,166,1,375,146
2011_003365,0,person,181,86,252,86
2010_004062,0,sofa,332,49,235,104
2011_005714,0,person,500,284,375,14
2010_004704,3,person,500,299,375,167
2011_005072,0,person,297,138,488,48
2011_005072,1,person,86,6,324,134
2010_003043,1,person,475,301,215,55
2007_000423,0,person,94,69,112,82
2007_000423,1,person,413,374,143,96
2011_004344,0,person,228,189,305,224
2012_001959,0,person,312,113,414,60
2011_000122,1,sofa,498,1,373,1
2012_003196,0,person,235,52,419,106
2009_005185,0,person,440,1,277,49
2012_002288,0,person,327,141,369,118
2012_002288,1,person,130,1,286,1
2012_003828,0,person,198,146,159,40
2011_006235,0,person,500,294,372,1
2010_006885,0,person,500,47,374,16
2008_004195,1,person,223,157,203,71
2011_000644,0,person,449,90,293,175
2011_004436,0,person,431,138,375,27
2008_006796,1,person,330,1,500,46
2008_007488,2,person,197,165,281,209
2011_002047,0,person,238,94,333,101
2010_003731,0,person,186,3,375,115
2010_003731,1,person,228,72,375,151
2010_003731,2,person,457,236,375,158
2010_003731,3,person,500,256,375,185
2007_009413,3,person,181,26,500,231
2007_009413,4,person,500,252,361,9
2011_005728,0,person,373,72,375,31
2011_000888,1,person,369,332,177,144
2011_006221,0,person,116,64,216,68
2010_000238,0,person,213,166,266,140
2010_000238,1,person,280,233,235,144
2010_000238,2,aeroplane,500,258,280,15
2010_000238,3,person,22,1,197,154
2010_006891,0,person,428,358,344,117
2010_006891,1,person,306,238,340,173
2010_001126,1,person,233,223,210,181
2008_002296,0,person,230,3,500,126
2012_003182,0,person,245,8,333,58
2009_005191,0,person,500,265,333,1
2009_005191,1,bird,377,127,333,56
2008_000481,0,person,451,56,375,40
2008_001947,0,person,328,97,500,1
2011_004350,0,person,352,1,288,1
2010_005426,0,bird,486,89,351,129
2009_001268,0,sofa,256,1,308,182
2008_003017,0,person,500,93,400,28
2010_001907,1,person,497,1,331,1
2012_002303,0,person,320,1,240,1
2008_004778,0,person,137,14,332,180
2008_004778,1,person,208,1,400,41
2008_004778,3,sofa,98,1,310,94
2012_000272,0,person,337,281,233,76
2008_006609,1,person,500,280,363,1
2008_001166,0,person,252,45,333,1
2008_001166,1,person,403,230,333,103
2008_001166,2,person,294,240,333,102
2008_001166,3,person,109,19,333,39
2008_000278,0,person,500,369,375,94
2008_000278,1,person,388,208,375,126
2008_000278,2,person,253,1,375,122
2008_008624,0,sofa,500,1,376,94
2008_008624,1,person,424,273,376,139
2008_008624,2,person,358,64,376,160
2008_008624,3,person,500,64,376,31
2012_000266,0,person,248,231,100,72
2012_000266,1,person,216,198,105,69
2012_000266,2,person,327,314,109,83
2009_000604,2,person,476,254,264,114
2012_001178,0,person,430,129,333,60
2012_002471,0,person,333,70,500,1
2012_004000,0,person,299,136,403,155
2008_005472,0,person,454,59,375,175
2008_005472,1,person,383,226,217,1
2012_002317,0,person,355,338,257,213
2012_002317,1,person,17,1,260,204
2007_004902,2,person,389,217,375,118
2007_004902,3,person,500,195,375,68
2011_002872,2,person,321,132,375,144
2012_000500,0,person,186,69,179,44
2012_000500,1,person,276,184,153,52
2011_000095,2,person,500,470,304,195
2011_000095,3,person,448,405,124,82
2011_000095,4,person,459,440,238,196
2011_000095,5,person,328,302,120,85
2011_000095,6,person,405,374,234,195
2011_000095,7,person,342,305,239,190
2011_000095,8,person,247,213,129,93
2011_000095,9,person,144,108,234,201
2012_003021,0,person,291,103,380,132
2009_003443,0,bird,244,203,159,126
2009_001254,0,person,245,77,307,18
2008_000522,0,person,447,18,335,79
2010_005585,1,person,350,1,500,1
2008_006635,1,person,479,465,205,164
2008_006635,2,person,465,447,204,168
2008_006635,3,person,30,10,216,165
2012_001150,0,person,327,55,400,146
2008_008618,1,person,264,228,262,162
2012_002459,0,person,500,2,307,1
2010_006932,0,person,500,1,402,19
2011_006382,0,person,352,137,347,77
2008_003995,1,person,500,250,375,197
2008_003995,2,person,314,156,375,88
2008_003995,3,person,281,81,316,58
2008_003995,4,person,282,1,375,24
2010_001085,0,aeroplane,375,1,423,110
2012_003747,0,person,291,83,500,18
2010_006926,0,person,376,173,333,45
2008_004036,1,person,306,265,183,115
2008_006621,0,aeroplane,499,1,232,84
2011_005847,0,person,301,32,377,50
2011_005847,1,person,500,283,377,69
2011_004581,0,person,336,248,300,87
2011_004581,1,person,178,9,347,45
2011_004581,2,person,246,143,296,52
2012_001144,0,person,465,101,375,107
2010_003686,0,aeroplane,481,27,246,76
2010_003686,1,aeroplane,88,2,232,198
2010_003686,2,aeroplane,122,52,229,196
2008_002321,0,person,500,243,375,1
2008_002321,1,person,409,186,375,2
2008_002321,2,person,261,1,375,45
2010_006073,0,sofa,358,112,260,155
2011_003563,0,person,190,34,324,15
2011_003563,1,person,280,201,279,158
2011_005112,0,person,209,130,215,110
2011_005112,1,person,258,198,218,125
2011_005112,2,person,319,261,215,125
2011_005112,3,person,381,311,221,119
2010_004102,4,person,369,145,404,159
2010_004102,5,person,164,91,262,213
2010_004102,6,person,19,2,202,163
2010_004102,7,person,25,1,285,229
2011_005674,0,person,365,1,375,50
2010_006715,0,person,230,163,294,122
2011_001412,1,sofa,182,1,220,107
2012_003960,0,person,494,35,373,91
2011_000718,0,bird,267,181,227,126
2011_001406,2,person,128,114,418,382
2011_001406,3,person,174,146,423,364
2011_001406,4,person,198,173,423,361
2011_001406,5,person,219,197,424,360
2011_001406,6,person,316,300,380,368
2012_003974,0,person,327,98,483,23
2011_005660,0,person,448,92,400,36
2011_004218,0,person,194,94,225,61
2011_004218,1,person,323,226,375,90
2011_005106,0,person,302,162,339,51
2007_002368,0,sofa,75,41,277,224
2007_002368,1,sofa,333,284,500,316
2010_006067,0,aeroplane,336,161,159,110
2009_000189,1,sofa,334,1,500,87
2010_002229,0,aeroplane,202,166,60,30
2010_002229,1,aeroplane,229,205,90,59
2010_002229,2,aeroplane,313,139,333,38
2011_002641,2,person,345,6,262,75
2011_002641,3,person,299,111,244,107
2011_002641,4,person,300,148,193,114
2009_002946,1,person,179,157,278,247
2009_002946,2,person,215,202,279,261
2010_001720,1,person,341,1,346,1
2008_003956,0,person,193,158,140,91
2008_003956,1,person,235,157,261,100
2008_003956,2,person,262,222,125,94
2008_003956,3,person,342,275,184,95
2008_003956,4,person,374,185,375,100
2008_003956,5,person,228,20,375,67
2008_003956,6,person,62,1,364,177
2008_003956,7,person,64,1,207,140
2008_003956,8,person,500,210,375,51
2012_003784,0,person,349,164,365,90
2012_003784,1,person,434,374,287,20
2010_000358,0,person,317,1,375,98
2010_000358,1,person,399,274,375,142
2010_000358,2,person,311,153,375,113
2010_000358,3,person,500,349,375,142
2007_002426,0,person,493,95,285,34
2007_002426,1,sofa,248,38,116,2
2011_006341,0,person,383,154,303,65
2011_005648,0,person,186,82,390,248
2011_005890,0,person,213,64,500,134
2011_005890,1,person,249,125,397,19
2011_004556,0,person,338,27,500,218
2008_001199,0,person,270,177,263,85
2008_001199,1,person,259,35,375,99
2008_001199,4,person,478,340,375,53
2008_001199,5,person,122,6,327,60
2008_001199,9,person,22,1,375,80
2010_003645,1,person,258,224,214,140
2012_000299,0,person,417,113,296,1
2011_005884,0,person,243,216,174,127
2008_002484,0,person,327,102,500,55
2008_002484,1,person,267,49,500,13
2008_003942,0,bird,327,9,264,99
2011_000724,1,person,86,37,131,25
2011_000724,2,person,126,77,109,32
2011_000724,3,person,149,110,132,32
2011_000724,4,person,228,202,162,71
2011_000724,5,person,243,225,148,100
2011_000724,6,person,282,246,167,114
2011_000724,7,person,387,352,156,79
2011_000724,8,person,395,374,102,69
2011_000724,9,person,430,408,155,85
2011_000724,10,person,445,427,156,87
2011_000724,11,person,451,439,148,86
2011_000724,12,person,471,454,151,93
2012_003948,0,person,383,185,332,38
2011_006355,0,person,184,124,202,49
2010_001734,1,person,157,135,330,269
2010_001734,2,person,44,3,375,274
2009_003494,0,person,291,135,411,4
2012_001839,0,person,298,265,302,204
2009_001283,0,bird,303,220,256,58
2009_001283,1,bird,359,294,179,118
2009_001283,2,bird,249,187,125,73
2011_004973,0,person,283,200,427,156
2011_004973,1,person,211,130,390,157
2011_004973,2,person,159,69,410,147
2012_000070,0,person,415,58,370,17
2009_004674,0,sofa,310,1,314,105
2009_004674,2,person,415,302,283,59
2009_004674,3,person,315,132,288,71
2009_004674,4,person,144,44,332,78
2012_003579,0,person,312,189,330,53
2012_004216,0,person,219,176,447,348
2009_002205,0,bird,296,201,159,90
2009_002205,1,bird,107,69,375,327
2009_004112,1,person,467,117,335,1
2008_005664,1,person,322,302,233,209
2008_005664,2,person,250,236,232,215
2012_000716,0,person,392,320,211,88
2012_000716,1,person,137,49,259,78
2012_000716,2,person,187,87,244,80
2008_001402,0,person,234,98,443,149
2012_001408,0,person,376,77,375,108
2008_007067,1,person,461,338,342,169
2008_008354,0,bird,311,79,486,9
2009_005218,0,aeroplane,453,57,260,86
2009_003669,3,person,79,24,361,250
2009_003669,4,person,113,100,291,259
2011_006816,0,person,239,18,442,21
2011_006816,1,person,273,135,385,20
2008_002679,1,person,263,131,252,20
2008_002679,2,person,172,138,419,375
2008_002679,3,person,141,94,461,388
2009_002211,0,aeroplane,476,1,241,53
2012_002673,0,person,235,198,154,84
2012_002673,1,person,261,230,129,93
2012_002673,2,person,320,166,375,155
2008_004208,0,person,132,1,374,143
2008_007701,10,person,132,57,461,243
2008_008432,0,aeroplane,481,16,369,92
2008_008432,3,person,208,180,260,230
2008_008432,4,person,183,169,285,242
2009_001718,0,person,286,41,500,140
2012_003545,0,person,264,157,263,98
2009_004648,1,person,375,273,450,351
2010_001287,0,sofa,500,172,227,44
2010_001287,1,sofa,221,1,332,49
2010_001287,2,person,426,271,213,19
2010_001287,3,person,254,60,332,30
2012_002883,0,person,392,194,263,53
2011_001837,1,person,194,162,175,144
2011_001837,2,sofa,229,125,218,161
2009_004890,0,person,111,1,375,244
2009_004890,1,person,190,106,375,125
2009_004890,2,person,279,190,375,119
2009_004890,3,person,371,269,375,121
2009_002239,1,person,200,131,391,209
2009_002239,3,person,212,179,378,232
2008_007729,1,person,152,80,263,130
2008_007729,2,person,108,1,263,102
2008_007729,3,person,481,353,230,23
2008_001358,0,person,366,288,202,122
2008_001358,1,person,385,330,218,113
2011_004797,0,person,489,422,326,185
2009_001056,0,aeroplane,483,14,220,71
2010_004499,3,person,225,1,375,1
2008_004546,5,person,163,109,459,357
2008_004546,6,person,166,122,250,173
2008_004546,7,person,236,198,140,90
2008_004546,8,person,306,271,191,124
2008_004546,9,person,42,2,189,123
2011_001189,0,bird,205,129,182,121
2010_000827,0,person,374,104,357,126
2012_002129,0,person,298,93,258,62
2008_002123,4,person,106,41,157,78
2008_002123,5,person,246,147,326,73
2008_002123,6,person,212,141,289,80
2008_002123,7,person,254,218,177,89
2008_002123,8,person,365,297,309,74
2008_002123,9,person,464,398,292,59
2012_003237,0,person,375,292,235,99
2012_003237,1,person,207,100,262,93
2009_001042,0,person,106,98,209,182
2009_001042,1,person,130,108,255,178
2009_001042,2,person,179,137,294,176
2009_001042,3,person,39,1,265,184
2009_001042,4,person,59,43,198,181
2009_001042,5,person,82,38,310,175
2009_001042,6,person,113,58,331,187
2011_003952,0,person,209,99,202,66
2008_000734,0,person,319,87,401,67
2008_000734,1,person,281,18,457,12
2008_000734,2,sofa,320,1,457,72
2008_008368,1,person,117,1,246,1
2008_008368,2,person,487,423,138,17
2008_008368,3,person,360,312,115,18
2008_008368,6,person,433,417,94,52
2008_008368,7,person,147,133,83,46
2008_008368,8,person,177,161,83,42
2008_008368,9,person,200,184,84,41
2008_008368,10,person,162,147,82,44
2008_008368,11,person,225,215,84,50
2008_008368,12,person,237,228,83,50
2008_008368,13,person,257,245,84,61
2008_008368,14,person,244,236,78,50
2011_002494,0,aeroplane,500,72,268,53
2012_001346,0,person,347,36,497,226
2008_000052,1,person,169,156,114,73
2008_000052,2,person,154,141,113,78
2012_000058,0,person,376,306,351,194
2010_001293,1,sofa,500,1,333,8
2010_001293,2,person,206,1,333,97
2008_002645,0,person,234,1,375,109
2008_004234,0,bird,301,214,263,118
2011_001610,0,person,283,113,390,112
2010_006517,0,person,194,55,500,148
2011_004768,0,person,307,210,319,46
2011_004768,1,person,414,371,216,96
2011_004768,2,person,129,97,186,92
2011_004768,3,person,359,326,189,106
2010_002771,1,person,440,45,252,1
2007_001311,5,person,495,463,154,67
2007_001311,6,person,468,431,171,75
2007_001311,7,person,387,333,201,79
2007_001311,8,person,291,187,293,106
2007_001311,9,person,163,27,280,61
2011_003761,0,person,243,88,500,46
2010_002017,2,person,348,185,367,54
2010_006271,0,person,263,230,207,138
2010_006271,1,person,247,190,284,116
2011_000268,0,bird,264,187,238,141
2011_000268,1,bird,401,234,278,129
2011_006619,0,person,500,298,375,52
2011_006619,1,person,383,129,375,61
2010_006265,0,person,500,115,375,69
2010_004472,2,person,500,157,336,50
2012_000919,0,person,275,100,479,85
2011_003775,0,person,374,133,375,69
2007_008321,0,person,326,2,500,28
2011_003013,1,person,284,144,259,49
2010_004314,0,person,55,35,215,164
2010_004314,1,person,19,1,212,168
2010_004314,2,aeroplane,438,94,248,126
2010_004314,3,aeroplane,189,8,218,154
2007_009759,0,bird,433,3,328,3
2011_005462,0,person,409,111,375,11
2010_006503,0,person,211,102,500,216
2012_002868,0,person,306,196,346,120
2010_005022,0,aeroplane,491,11,235,63
2011_004754,0,person,233,105,423,93
2007_000033,0,aeroplane,499,9,263,107
2007_000033,1,aeroplane,482,421,226,200
2007_000033,2,aeroplane,411,325,223,188
2012_001391,0,person,426,1,375,67
2007_006442,0,person,137,33,180,31
2007_006442,1,person,171,130,500,460
2012_002698,0,person,353,305,181,68
2012_002698,1,person,240,195,172,96
2012_002698,2,person,127,78,175,102
2007_002624,0,person,281,109,375,142
2007_002624,1,person,360,254,256,150
2007_002142,0,person,316,178,333,86
2007_002142,1,person,409,292,333,71
2007_002142,2,person,62,5,218,130
2008_005843,0,bird,230,158,249,166
2012_000931,0,person,293,226,247,105
2012_000931,1,person,476,415,193,111
2012_000931,2,person,330,290,171,107
2012_000931,3,person,175,134,178,107
2011_002443,4,person,212,128,390,195
2011_002443,5,person,270,246,56,34
2011_002443,6,person,303,280,59,35
2011_002443,7,person,339,317,60,38
2011_002443,9,person,71,54,37,9
2008_006392,1,person,101,77,266,198
2008_006392,2,person,203,127,368,207
2008_006392,3,person,252,211,283,190
2008_006392,4,person,456,437,236,166
2011_004032,0,person,287,147,375,82
2011_004032,1,person,374,263,375,106
2009_001081,0,sofa,500,1,375,1
2011_003991,0,person,267,20,342,44
2007_000999,1,person,280,2,500,16
2011_005338,0,person,159,52,426,179
2010_003321,1,person,209,1,341,52
2008_007098,0,bird,209,65,212,137
2011_003749,0,person,147,1,352,1
2011_004026,0,person,226,79,466,115
2009_003696,0,aeroplane,500,13,224,49
2011_006631,0,person,183,1,500,245
2009_002588,4,person,65,54,130,103
2011_006157,0,person,370,4,500,101
2009_004847,1,person,375,213,155,1
2009_004847,2,person,111,1,381,93
2008_003598,0,person,272,4,183,32
2010_001250,1,person,240,129,375,136
2007_007748,1,person,243,165,284,111
2011_004740,0,person,244,108,500,142
2007_000027,0,person,349,174,351,101
2012_001385,0,person,468,115,375,2
2011_004998,0,person,237,29,373,135
2009_000389,0,bird,421,350,66,30
2009_000389,1,bird,303,233,111,58
2009_000389,2,bird,208,134,96,60
2011_004030,0,person,314,166,496,215
2008_000939,1,person,183,134,82,26
2008_006390,1,person,237,188,192,133
2008_006390,2,person,246,221,157,127
2008_006390,3,person,381,320,237,119
2008_006390,4,person,337,312,162,126
2008_006390,5,person,392,360,231,119
2008_006390,6,person,406,374,201,129
2008_006390,7,person,348,333,145,135
2008_006390,8,person,321,300,194,129
2008_006390,9,person,365,240,191,67
2011_006627,0,person,433,393,217,141
2011_006627,1,person,311,272,217,146
2009_003858,0,bird,318,135,261,87
2011_000256,0,person,384,140,352,123
2011_000256,1,person,460,296,329,84
2010_001520,0,bird,236,104,334,165
2012_002842,0,person,437,89,375,124
2012_003584,0,person,209,1,382,86
2012_003584,1,person,162,1,312,53
2012_003584,2,person,331,11,500,154
2011_000530,1,sofa,279,1,375,235
2010_001246,5,person,168,153,203,163
2010_001246,6,person,156,136,202,165
2008_002848,0,person,375,65,500,1
2008_002848,1,person,189,1,500,203
2011_006141,0,person,400,254,375,43
2011_002327,0,aeroplane,500,1,260,26
2011_002327,1,person,266,246,333,319
2011_002327,2,person,194,178,279,262
2011_002327,3,person,183,162,281,260
2010_003451,2,sofa,500,1,375,15
2012_001393,0,person,319,164,500,8
2012_001393,1,person,213,37,469,35
2009_001929,0,bird,455,21,250,30
2011_003039,0,sofa,390,101,286,138
2011_003039,1,person,233,217,92,69
2011_003039,2,person,327,317,86,67
2011_003039,3,person,336,325,86,66
2011_003039,4,person,411,385,79,53
2011_003039,5,person,479,461,105,71
2008_001399,0,sofa,315,1,375,153
2008_000093,3,sofa,320,143,247,163
2008_000093,4,sofa,145,1,317,173
2011_004742,0,person,130,1,336,90
2011_004742,1,person,321,277,211,126
2012_002856,0,person,254,3,330,97
2012_002856,1,person,491,280,330,139
2008_002684,0,bird,375,109,473,194
2011_006155,0,person,267,184,285,75
2008_005855,0,person,11,1,256,221
2008_005855,1,person,71,1,259,175
2008_005855,2,person,135,77,264,176
2008_005855,3,person,199,132,268,176
2008_005855,4,person,274,186,272,179
2008_005855,5,person,345,258,276,178
2008_005855,6,person,444,368,280,199
2011_002455,1,person,258,112,459,79
2011_002455,2,person,312,285,181,121
2011_002455,3,person,290,273,169,118
2009_001083,0,person,162,129,163,127
2010_006273,0,person,316,245,288,188
2010_002015,1,sofa,267,1,375,202
2011_003763,0,person,195,71,466,145
2011_005312,0,person,500,42,375,9
2011_005474,0,person,284,116,297,41
2010_006515,0,person,303,28,500,163
2011_001612,1,person,415,351,304,1
2011_001612,2,person,211,63,366,181
2011_001612,3,person,483,412,310,8
2010_006501,0,person,367,60,349,1
2011_000518,4,person,275,214,153,116
2011_006169,0,person,475,116,370,19
2011_005460,0,person,207,16,367,42
2011_005460,1,person,333,133,417,55
2010_002767,1,person,333,4,500,81
